bc_name,pa_name,ons_code,PANO,region_name,country_name,constituency_type,index_of_change,turnout_19,electorate,total_votes,majority,maj_pc,Win19,Second19,con_19,lab_19,lib_19,green_19,bxp_19,snp_19,pc_19,other_19,gss_code,Leave.preds,Remain.preds,leave_hanretty,remain_hanretty
Glastonbury and Somerton,Glastonbury & Somerton,E14001247,266,SW,England,County,71.7,76,70015,53194,14183,26.66,Con,LD,57.54,9.58,30.87,2.01,0,0,0,0,E14001247,28319.26696,25046.31804,53.06653522,46.93346478
Glenrothes and Mid Fife,Glenrothes & Mid Fife,S14000090,267,SC,Scotland,County,39.1,60.6,69734,42278,9352,22.12,SNP,Lab,15.33,27.36,4.44,0.35,3.04,49.48,0,0,S14000090,18982.37856,21120.25329,47.33449573,52.66550427
Gloucester,Gloucester,E14001248,268,SW,England,Borough,5.9,66.6,76695,51093,9880,19.34,Con,Lab,54.58,35.24,7.67,2.5,0,0,0,0,E14001248,32387.01624,22535.04628,58.96904587,41.030954130000005
Godalming and Ash,Godalming & Ash,E14001249,269,SE,England,County,108.1,78,71399,55674,10720,19.25,Con,LD,53.4,8.92,34.14,1.62,0,0,0,1.92,E14001249,26297.77231,30448.72129,46.342550249999995,53.65744975
Goole and Pocklington,Goole & Pocklington,E14001250,270,YH,England,County,100.2,65.4,76337,49901,22302,44.69,Con,Lab,65.11,20.42,7.78,3.91,0,0,0,2.78,E14001250,34980.19052,23331.29774,59.988505800000006,40.011494199999994
Gordon and Buchan,Gordon & Buchan,S14000091,271,SC,Scotland,County,48.1,67.8,70238,47591,3224,6.77,Con,SNP,45.96,3.5,11.35,0,0,39.19,0,0,S14000091,22350.29196,26944.02377,45.34050556,54.65949444
Gorton and Denton,Gorton & Denton,E14001251,272,NW,England,Borough,95.1,61.7,74306,45828,22175,48.39,Lab,Con,18.85,67.24,5.83,2.52,4.86,0,0,0.71,E14001251,23661.4079,20639.02673,53.41123195,46.58876805
Gosport,Gosport,E14001252,273,SE,England,Borough,NA,65.7,73763,48453,23278,48.04,Con,Lab,66.51,18.47,11.3,3.73,0,0,0,0,E14001252,35690.99307,22003.15345,61.862416249999995,38.13758375
Gower,Gower,W07000097,274,WA,Wales,County,50.4,70.6,76801,54231,3181,5.87,Lab,Con,39.89,45.75,5.87,0,3.44,0,5.05,0,W07000097,27379.04912,29280.34895,48.32216729,51.677832710000004
Grantham and Bourne,Grantham & Bourne,E14001253,275,EM,England,County,60.6,67.8,72071,48852,22393,45.84,Con,Lab,65.82,19.98,9.02,4.32,0,0,0,0.87,E14001253,35849.86544,21739.00219,62.25138107,37.74861893
Gravesham,Gravesham,E14001254,276,SE,England,County,NA,65.3,72866,47560,15581,32.76,Con,Lab,62.2,29.43,5.43,2.94,0,0,0,0,E14001254,35643,18876,65.37720795,34.62279205
Great Grimsby and Cleethorpes,Great Grimsby & Cleethorpes,E14001255,277,YH,England,Borough,55.8,54.1,77050,41675,9759,23.42,Con,Lab,55.62,32.2,4.92,1.97,4.92,0,0,0.37,E14001255,36895.40679,15946.30288,69.82250768,30.17749232
Great Yarmouth,Great Yarmouth,E14001256,278,EE,England,County,NA,62,70077,43462,17663,40.64,Con,Lab,65.79,25.15,3.82,2.45,0,0,0,2.79,E14001256,35844,14284,71.50494733000001,28.49505267
Greenwich and Woolwich,Greenwich & Woolwich,E14001257,279,GL,England,Borough,12.6,67.8,69824,47340,15283,32.28,Lab,Con,22.73,55.01,14.58,4.6,2.3,0,0,0.78,E14001257,3011.824529,9594.614054,23.891160929999998,76.10883907
Guildford,Guildford,E14001258,280,SE,England,County,45.1,73.7,71367,52584,3117,5.93,Con,LD,45.09,8.39,39.16,0.37,0,0,0,6.99,E14001258,22170.03141,31927.09381,40.98190305,59.01809695
Hackney North and Stoke Newington,Hackney North & Stoke Newington,E14001259,281,GL,England,Borough,34.5,68.1,75401,51356,29162,56.78,Lab,Con,13.03,69.82,7.74,8.02,0.95,0,0,0.44,E14001259,10324.86711,39086.74196,20.89563021,79.10436978999999
Hackney South and Shoreditch,Hackney South & Shoreditch,E14001260,282,GL,England,Borough,27.8,63.6,75197,47817,30141,63.03,Lab,Con,10.39,73.42,8.16,6.44,1.36,0,0,0.23,E14001260,9270.464852,33293.04975,21.78030865,78.21969135
Halesowen,Halesowen,E14001261,283,WM,England,Borough,55.7,62.5,69907,43724,12082,27.63,Con,Lab,60.24,32.61,3.49,2.44,0,0,0,1.22,E14001261,32869.79065,16396.79566,66.71822245999999,33.28177754
Halifax,Halifax,E14001262,284,YH,England,Borough,4,64.1,74563,47797,1902,3.98,Lab,Con,41.67,45.65,4.82,1.98,5.89,0,0,0,E14001262,31013.01291,20578.26524,60.11289896,39.88710104
Hamble Valley,Hamble Valley,E14001263,285,SE,England,County,105.4,74.2,76902,57041,23488,41.18,Con,LD,62.23,13.57,21.05,3.15,0,0,0,0,E14001263,29427.5564,28259.30536,51.01257983000001,48.98742017
Hamilton and Clyde Valley,Hamilton & Clyde Valley,S14000092,286,SC,Scotland,County,77.9,63.6,74577,47421,7758,16.36,SNP,Lab,25.47,27.09,3.83,0.17,0,43.45,0,0,S14000092,17369.18577,30674.49919,36.15290081,63.84709919
Hammersmith and Chiswick,Hammersmith & Chiswick,E14001264,287,GL,England,Borough,65.3,71.3,74746,53277,10823,20.31,Lab,Con,30.46,50.77,13.87,3.06,1.83,0,0,0,E14001264,16330.17845,38207.43955,29.9429624,70.0570376
East Hampshire,Hampshire East,E14001214,288,SE,England,County,58.9,77.4,69959,54175,20200,37.29,Con,LD,59,12.3,21.72,5.48,0,0,0,1.5,E14001214,25957.73519,28194.61336,47.93464344,52.06535656
North East Hampshire,Hampshire North East,E14001392,289,SE,England,County,21.9,77.4,73306,56730,22433,39.54,Con,LD,61.91,10.24,22.37,3,0,0,0,2.48,E14001392,26779.23729,32086.19837,45.4922944,54.5077056
North West Hampshire,Hampshire North West,E14001403,290,SE,England,County,30.7,68,76004,51687,21507,41.61,Con,LD,60.08,16.89,18.46,4.57,0,0,0,0,E14001403,29977.00384,25449.63631,54.084107849999995,45.91589215
Hampstead and Highgate,Hampstead & Highgate,E14001265,291,GL,England,Borough,69.3,77.3,74222,57387,13400,23.35,Lab,LD,23.17,47.64,24.29,3.65,1.25,0,0,0,E14001265,12423.30347,45528.41273,21.43733488,78.56266511999999
"Harborough, Oadby and Wigston","Harborough, Oadby & Wigston",E14001266,292,EM,England,County,8,70.3,74810,52585,15608,29.68,Con,Lab,54.46,24.78,16.95,3.08,0,0,0,0.74,E14001266,28702.85867,26277.79396,52.20538007,47.794619929999996
Harlow,Harlow,E14001267,293,EE,England,County,7.7,64.5,73479,47360,16694,35.25,Con,Lab,64.55,29.31,5.88,0.26,0,0,0,0,E14001267,36568.37931,18527.94135,66.37172659000001,33.62827341
Harpenden and Berkhamsted,Harpenden & Berkhamsted,E14001268,294,EE,England,County,99.2,77.8,71635,55738,15044,26.99,Con,LD,52.27,10.6,25.28,1.63,0,0,0,10.22,E14001268,23895.24254,36406.53151,39.626102079999995,60.37389792
Harrogate and Knaresborough,Harrogate & Knaresborough,E14001269,295,YH,England,County,6.2,73.3,75800,55543,8787,15.82,Con,LD,51.98,9.63,36.16,0.05,0,0,0,2.17,E14001269,28416.96279,31368.12484,47.53185772,52.468142279999995
Harrow East,Harrow East,E14001270,296,GL,England,Borough,23.8,68.5,76299,52287,8987,17.19,Con,Lab,54.61,37.42,7.52,0.26,0.19,0,0,0,E14001270,24570.18333,25549.27746,49.02323956,50.97676044
Harrow West,Harrow West,E14001271,297,GL,England,Borough,14.8,67.2,74060,49793,9098,18.27,Lab,Con,34.82,53.09,8.25,2.06,1.77,0,0,0,E14001271,22100.10222,28925.89036,43.31145972,56.68854028
Hartlepool,Hartlepool,E14001272,298,NE,England,County,NA,57.6,71228,41037,3595,8.76,Lab,Con,28.92,37.68,4.13,0,25.84,0,0,3.42,E14001272,32071,14029,69.56832972,30.43167028
Harwich and North Essex,Harwich & North Essex,E14001273,299,EE,England,County,17.4,72.3,74838,54084,17651,32.64,Con,Lab,58.55,25.92,10.73,3.56,0,0,0,1.25,E14001273,32333.57651,22404.85468,59.06924222999999,40.93075777
Hastings and Rye,Hastings & Rye,E14001274,300,SE,England,County,7.7,69.5,75581,52566,3532,6.72,Con,Lab,49.09,42.37,7.4,0.06,0,0,0,1.07,E14001274,29748.6045,23596.56779,55.76625443,44.233745569999996
Havant,Havant,E14001275,301,SE,England,Borough,NA,63.2,72766,45959,21792,47.42,Con,Lab,65.39,17.97,12.42,3.47,0,0,0,0.75,E14001275,32952.6516,20419.07799,61.74177201,38.25822799
Hayes and Harlington,Hayes & Harlington,E14001276,302,GL,England,Borough,NA,60.4,72897,43994,9261,21.05,Lab,Con,34.74,55.79,4.43,1.68,2.94,0,0,0.43,E14001276,27136.25912,19766.04287,57.85698775,42.14301225
Hazel Grove,Hazel Grove,E14001277,303,NW,England,County,16.7,69.2,72941,50441,4219,8.36,Con,LD,45.59,16.27,37.22,0.31,0.61,0,0,0,E14001277,28951.52121,26384.33762,52.31963833,47.680361669999996
Hemel Hempstead,Hemel Hempstead,E14001278,304,EE,England,County,23.1,69.6,70496,49065,13161,26.82,Con,Lab,54.95,28.13,11.35,2.92,0,0,0,2.65,E14001278,29742.25155,23517.04222,55.84424698,44.15575302
Hendon,Hendon,E14001279,305,GL,England,Borough,20.4,63.8,71496,45593,3661,8.03,Con,Lab,48.91,40.88,8.57,1.64,0,0,0,0,E14001279,18770.90066,26368.304,41.584473640000006,58.41552636
Henley and Thame,Henley & Thame,E14001280,306,SE,England,County,8.5,76.2,70626,53842,11901,22.1,Con,LD,54.48,8.93,32.38,4.21,0,0,0,0,E14001280,23269.64122,31745.09629,42.297104880000006,57.702895119999994
Hereford and South Herefordshire,Hereford & South Herefordshire,E14001281,307,WM,England,Borough,2.2,65,71125,46266,19321,41.76,Con,Lab,61.68,19.92,13.3,5.09,0,0,0,0,E14001281,31125.72599,19843.03493,61.068241459999996,38.93175854
North Herefordshire,Herefordshire North,E14001395,308,WM,England,Borough,2.2,76.8,70894,54413,25719,47.27,Con,Lab,62.5,15.24,13.47,8.79,0,0,0,0,E14001395,32996.27401,24304.96507,57.58387522,42.41612478
Herne Bay and Sandwich,Herne Bay & Sandwich,E14001282,309,SE,England,County,38.6,67,76028,50962,20372,39.97,Con,Lab,64.38,24.4,7.45,3.77,0,0,0,0,E14001282,31424.55492,19864.87644,61.26906477,38.73093523
Hertford and Stortford,Hertford & Stortford,E14001283,310,EE,England,County,8.3,73.8,75396,55635,17806,32.01,Con,Lab,55.68,23.68,14.21,4.65,0,0,0,1.78,E14001283,29051.16818,30552.14046,48.74086497,51.25913503
North East Hertfordshire,Hertfordshire North East,E14001393,311,EE,England,County,NA,72,76849,55327,18189,32.88,Con,Lab,56.56,23.68,15.48,4.28,0,0,0,0,E14001393,29835.77102,28959.40841,50.7452674,49.254732600000004
South West Hertfordshire,Hertfordshire South West,E14001496,312,EE,England,County,76.4,71.1,71552,50878,17623,34.64,Con,Other,52.18,16.08,12.7,1.5,0,0,0,17.54,E14001496,28710.96387,27518.46506,51.06038673,48.939613269999995
Hertsmere,Hertsmere,E14001284,313,EE,England,County,14,71.7,73256,52513,22980,43.76,Con,Lab,64.9,21.14,10.88,3.07,0,0,0,0,E14001284,27936.55043,26748.10704,51.086633299999995,48.9133667
Hexham,Hexham,E14001285,314,NE,England,County,18.5,74.2,72738,53945,12186,22.59,Con,Lab,54.34,31.75,9.41,3.62,0.88,0,0,0,E14001285,26236.79455,30516.68915,46.22939922,53.77060078
Heywood and Middleton North,Heywood & Middleton North,E14001286,315,NW,England,County,29.6,57.9,73306,42446,680,1.6,Lab,Con,41.47,43.07,4.21,2.82,8.44,0,0,0,E14001286,29812.79957,18533.9823,61.664496410000005,38.335503589999995
High Peak,High Peak,E14001287,316,EM,England,County,NA,73.2,73960,54173,590,1.09,Con,Lab,45.86,44.77,5.08,2.12,2.17,0,0,0,E14001287,27717,27116,50.54802765,49.45197235
Hinckley and Bosworth,Hinckley & Bosworth,E14001288,317,EM,England,County,18,65,75683,49192,22851,46.45,Con,LD,64.64,14.22,18.19,2.94,0,0,0,0,E14001288,33880.05719,22158.95242,60.457987079999995,39.542012920000005
Hitchin,Hitchin,E14001289,318,EE,England,County,88.5,75,72112,54061,11264,20.84,Con,Lab,47.02,26.18,23.67,1.51,0,0,0,1.61,E14001289,25719.07382,29026.99332,46.97885194,53.02114806
Holborn and St Pancras,Holborn & St Pancras,E14001290,319,GL,England,Borough,17.2,59.1,75475,44582,22766,51.07,Lab,Con,15.19,66.25,12.28,4.02,1.88,0,0,0.39,E14001290,12586.25638,32868.91247,27.689384280000002,72.31061572
Honiton and Sidmouth,Honiton & Sidmouth,E14001291,320,SW,England,County,65.7,76.4,74365,56809,26229,46.17,Con,Lab,60.39,14.22,9.56,2.07,0,0,0,13.76,E14001291,31287.63947,25007.07989,55.57828483,44.42171517
Hornchurch and Upminster,Hornchurch & Upminster,E14001292,321,GL,England,Borough,4.9,66.4,76938,51053,21735,42.57,Con,Lab,65.43,22.86,7.12,3.6,0,0,0,1,E14001292,40498.04082,18109.57881,69.10029971,30.89970029
Hornsey and Friern Barnet,Hornsey & Friern Barnet,E14001293,322,GL,England,Borough,63.2,74.4,70565,52535,16607,31.61,Lab,LD,11.8,57.25,25.64,3.77,0.94,0,0,0.59,E14001293,9855.302559,46631.97279,17.44694269,82.55305731
Horsham,Horsham,E14001294,323,SE,England,County,21.7,72.6,76981,55850,17353,31.07,Con,LD,55.78,15.64,24.71,3.01,0,0,0,0.85,E14001294,28041.55836,28714.30742,49.40733081,50.592669189999995
Houghton and Sunderland South,Houghton & Sunderland South,E14001295,324,NE,England,County,11.5,57,76883,43798,3271,7.47,Lab,Con,32.94,40.4,5.94,2.7,15.74,0,0,2.28,E14001295,30522.29989,17408.76265,63.6795812,36.3204188
Hove and Portslade,Hove & Portslade,E14001296,325,SE,England,Borough,NA,76.5,73726,56391,17044,30.22,Lab,Con,28.08,58.3,6.62,4.43,1.97,0,0,0.61,E14001296,17308.66379,36571.31477,32.12448158,67.87551842
Huddersfield,Huddersfield,E14001297,326,YH,England,Borough,24.6,64.9,76044,49360,7441,15.07,Lab,Con,36.36,51.43,4.96,3.82,3.44,0,0,0,E14001297,26393.91619,23780.38669,52.60445024,47.39554976
Kingston upon Hull East,Hull East,E14001313,327,YH,England,Borough,18.8,46.8,72622,33953,2495,7.35,Lab,Con,34.28,41.63,4.96,2.31,16.82,0,0,0,E14001313,32914.62402,13479.84402,70.94514801,29.054851990000003
Kingston upon Hull North and Cottingham,Hull North & Cottingham,E14001314,328,YH,England,Borough,47.3,59.1,76039,44941,5922,13.18,Lab,Con,33.46,46.64,6.49,2.61,10.81,0,0,0,E14001314,29321.04978,19702.3233,59.81034747,40.18965253
Kingston upon Hull West and Haltemprice,Hull West & Haltemprice,E14001315,329,YH,England,Borough,39.5,56,74321,41631,3626,8.71,Con,Lab,42.48,33.77,9.22,1.06,13.47,0,0,0,E14001315,34338.60872,17754.99976,65.91712443,34.08287557
Huntingdon,Huntingdon,E14001298,330,EE,England,County,65.5,74.5,75590,56317,21645,38.43,Con,Lab,59.22,20.79,14.03,3.47,0,0,0,2.5,E14001298,31047.55083,29065.95616,51.64821084,48.35178916
Hyndburn,Hyndburn,E14001299,331,NW,England,County,NA,59.6,71145,42406,2951,6.96,Con,Lab,48.5,41.54,2.89,1.99,5.08,0,0,0,E14001299,30536.29786,15881.50938,65.78573973,34.214260270000004
Ilford North,Ilford North,E14001300,332,GL,England,Borough,46,69.3,74684,51761,9030,17.45,Lab,Con,36.7,54.14,3.97,1.37,1.87,0,0,1.95,E14001300,24615.94121,23095.62272,51.593239000000004,48.406760999999996
Ilford South,Ilford South,E14001301,333,GL,England,Borough,29.4,62.6,74065,46368,20409,44.02,Lab,Con,21.22,65.23,3.33,1.34,2.23,0,0,6.65,E14001301,21032.04719,24390.37398,46.30322791,53.69677209
Inverclyde and Renfrewshire West,Inverclyde & Renfrewshire West,S14000093,334,SC,Scotland,County,15.3,65.8,70418,46323,8933,19.28,SNP,Lab,17.88,28.2,6.44,0,0,47.48,0,0,S14000093,15895.77342,30025.1456,34.61553853,65.38446147
"Inverness, Skye and West Ross-shire","Inverness, Skye & West Ross-shire",S14000094,335,SC,Scotland,County,63.7,66,76903,50783,12865,25.33,SNP,Con,23.34,9.39,15.12,1.43,2.05,48.67,0,0,S14000094,21939.05202,32120.03773,40.58346547,59.41653453
Ipswich,Ipswich,E14001302,336,EE,England,Borough,NA,66,75117,49579,5479,11.05,Con,Lab,50.33,39.28,4.92,2.59,2.89,0,0,0,E14001302,29867.30795,22774.85266,56.73647815,43.26352185
Isle of Wight East,Isle of Wight East,E14001303,337,SE,England,County,50.8,64,56805,36339,12119,33.35,Con,Lab,57.42,24.07,0,14.02,0,0,0,4.49,E14001303,25396.46352,15021.84247,62.834062180000004,37.16593782
Isle of Wight West,Isle of Wight West,E14001304,338,SE,England,County,49.2,69.4,54911,38103,11618,30.49,Con,Lab,54.98,24.49,0,16.39,0,0,0,4.14,E14001304,23776.53648,15185.15753,61.02541762,38.97458238
Islington North,Islington North,E14001305,339,GL,England,Borough,NA,72.7,73970,53805,26188,48.67,Lab,LD,10.19,64.31,15.64,8.04,1.38,0,0,0.44,E14001305,11873.69011,39686.08912,23.0289778,76.97102220000001
Islington South and Finsbury,Islington South & Finsbury,E14001306,340,GL,England,Borough,9.3,68.7,75905,52143,19458,37.32,Lab,LD,16.34,57.01,19.7,4.32,2.29,0,0,0.35,E14001306,13821.50979,40146.36609,25.61062404,74.38937596000001
Jarrow and Gateshead East,Jarrow & Gateshead East,E14001307,341,NE,England,Borough,30.2,57,71106,40506,10317,25.47,Lab,Con,23.7,49.17,6.54,2.49,9.49,0,0,8.61,E14001307,29367.75922,15848.24762,64.94991768,35.05008232
Keighley and Ilkley,Keighley & Ilkley,E14001308,342,YH,England,County,NA,72.1,72954,52600,2218,4.22,Con,Lab,48.1,43.88,4.89,0,1.62,0,0,1.52,E14001308,25557.8259,23176.88161,52.44276042,47.55723958
Kenilworth and Southam,Kenilworth & Southam,E14001309,343,WM,England,Borough,16.9,78.1,71451,55779,22303,39.98,Con,Lab,58.96,18.98,16.9,4.18,0.15,0,0,0.82,E14001309,26923.25309,31165.64196,46.34836498,53.65163502
Kensington and Bayswater,Kensington & Bayswater,E14001310,344,GL,England,Borough,25.8,72.1,75980,54813,390,0.71,Lab,Con,38.32,39.03,20.16,1.4,0.83,0,0,0.26,E14001310,15118.24486,37146.95797,28.92602351,71.07397649
Kettering,Kettering,E14001311,345,EM,England,County,4.7,68.3,76163,52037,17363,33.37,Con,Lab,60.28,26.92,6.68,2.97,0,0,0,3.16,E14001311,33825.34905,21872.937859999998,60.72960395,39.27039605
Kilmarnock and Loudoun,Kilmarnock & Loudoun,S14000040,346,SC,Scotland,County,NA,63.7,74801,47631,12659,26.58,SNP,Con,24.26,18.91,5.13,0,0,50.84,0,0.85,S14000040,18327.66571,28140.59152,39.44125905,60.55874095
Kingston and Surbiton,Kingston & Surbiton,E14001312,347,GL,England,Borough,24.4,75.7,75410,57095,11174,19.57,LD,Con,33.07,10.21,52.65,1.58,1.14,0,0,1.36,E14001312,22661.676,35071.99685,39.252094799999995,60.7479052
Kingswinford and South Staffordshire,Kingswinford & South Staffordshire,E14001316,348,WM,England,Borough,84.5,71,71896,51047,29355,57.51,Con,Lab,74.33,16.82,5.32,3.53,0,0,0,0,E14001316,35609.278,20431.96005,63.54120508,36.458794919999995
Knowsley,Knowsley,E14001317,349,NW,England,Borough,21.8,65.2,71228,46419,32901,70.88,Lab,Con,8.75,79.62,2.51,1.97,6.28,0,0,0.87,E14001317,20972.68407,19441.55581,51.894293039999994,48.10570696
Lagan Valley,Lagan Valley,N05000009,350,NI,Northern Ireland,County,18.8,59.9,76332,45707,7475,16.35,DUP,All,1.92,NA,NA,0,NA,NA,NA,0.69,NA,NA,NA,NA,NA
West Lancashire,Lancashire West,E14001577,351,NW,England,County,NA,71.5,73652,52663,8336,15.83,Lab,Con,36.31,52.14,4.86,2.37,4.32,0,0,0,E14001577,29553.26184,24535.25883,54.638695010000006,45.36130499
Lancaster and Wyre,Lancaster & Wyre,E14001318,352,NW,England,County,73.9,65.8,74992,49382,3012,6.1,Con,Lab,47.96,41.86,3.94,4.44,1.8,0,0,0,E14001318,23417.0161,21993.57524,51.5673005,48.4326995
Leeds Central and Headingley,Leeds Central & Headingley,E14001319,353,YH,England,Borough,112.8,57.9,75396,43662,19879,45.53,Lab,Con,17.9,63.43,11.19,3.45,4.02,0,0,0,E14001319,17178.19029,22997.47694,42.757697560000004,57.24230244
Leeds East,Leeds East,E14001320,354,YH,England,County,37.7,59,75330,44451,2723,6.13,Lab,Con,40.84,46.97,3.66,2.13,5.85,0,0,0.55,E14001320,28980.87115,21128.35284,57.835402030000004,42.16459797
Leeds North East,Leeds North East,E14001321,355,YH,England,Borough,0,71.2,70976,50500,17089,33.84,Lab,Con,23.63,57.47,11.22,3.82,3.5,0,0,0.35,E14001321,17764.68281,31945.81808,35.73627803,64.26372196999999
Leeds North West,Leeds North West,E14001322,356,YH,England,County,96.6,77.7,71607,55672,2001,3.59,Con,Lab,41.87,38.28,14.75,2.27,1.31,0,0,1.52,E14001322,23326.95132,31221.68828,42.763580340000004,57.23641966
Leeds South,Leeds South,E14001323,357,YH,England,Borough,38.3,57.9,74726,43249,13886,32.11,Lab,Con,26.31,58.41,4.44,3.78,6.41,0,0,0.65,E14001323,28211.25122,23845.18601,54.19358819,45.80641181
Leeds South West and Morley,Leeds South West & Morley,E14001324,358,YH,England,Borough,55.5,61.1,71376,43602,7114,16.32,Con,Lab,53.13,36.81,2.77,3.3,1.79,0,0,2.19,E14001324,28435.53141,19463.90214,59.36506824,40.63493176
Leeds West and Pudsey,Leeds West & Pudsey,E14001325,359,YH,England,Borough,95.9,68.3,70270,47968,2963,6.18,Lab,Con,42.23,48.41,3.64,1.43,2.77,0,0,1.52,E14001325,23979.37841,21537.5842,52.68229037,47.317709629999996
Leicester East,Leicester East,E14001326,360,EM,England,Borough,2.9,63.1,76465,48240,5999,12.44,Lab,Con,38.48,50.92,5.63,1.78,2.51,0,0,0.68,E14001326,21975.1291,19981.82553,52.37541498,47.62458502
Leicester South,Leicester South,E14001327,361,EM,England,Borough,13.7,66.9,71007,47508,22023,46.36,Lab,Con,21.83,68.19,4.32,3.34,2.32,0,0,0,E14001327,18557.9031,25203.07636,42.40742169,57.59257831
Leicester West,Leicester West,E14001328,362,EM,England,Borough,12.8,53,72848,38595,4882,12.65,Lab,Con,36.65,49.3,6.72,2.83,4.51,0,0,0,E14001328,27458.9678,25795.09811,51.56219968,48.43780032
Mid Leicestershire,Leicestershire Mid,E14001364,363,EM,England,County,60.2,72.5,76173,55193,20188,36.58,Con,Lab,62.22,25.65,8,4.13,0,0,0,0,E14001364,33237.95345,24798.43331,57.27088695,42.72911305
North West Leicestershire,Leicestershire North West,E14001404,364,EM,England,County,5.3,67.1,75373,50594,18548,36.66,Con,Lab,62.07,25.41,6.85,4.68,0,0,0,1,E14001404,33128.55953,21340.5239,60.82085000000001,39.17915
South Leicestershire,Leicestershire South,E14001488,365,EM,England,County,21.8,72.4,75634,54786,25534,46.61,Con,Lab,66.54,19.93,9.57,3.97,0,0,0,0,E14001488,32399.95362,24563.31861,56.87867349,43.12132651
Leigh and Atherton,Leigh & Atherton,E14001329,366,NW,England,Borough,29.7,58,76363,44283,293,0.66,Con,Lab,43.83,43.17,4.59,0.35,5.81,0,0,2.26,E14001329,33753.20506,18587.81137,64.48710278,35.51289722
Lewes,Lewes,E14001330,367,SE,England,County,27.6,74,75091,55580,4126,7.42,Con,LD,48.54,7.07,41.11,2.86,0.22,0,0,0.2,E14001330,28924.84241,30603.41524,48.59010418,51.409895819999996
